id,dut,categories,test,description,inputs,result,messages
438,s1-leaf4,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.8) - Destination: s1-brdr2 Loopback0 (IP: 192.0.255.10),PASS,
439,s1-leaf4,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.8) - Destination: s1-core1 Loopback0 (IP: 192.168.250.1),PASS,
440,s1-leaf4,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.8) - Destination: s1-core2 Loopback0 (IP: 192.168.250.2),PASS,
441,s1-leaf4,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.8) - Destination: s1-leaf1 Loopback0 (IP: 192.0.255.5),PASS,
442,s1-leaf4,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.8) - Destination: s1-leaf2 Loopback0 (IP: 192.0.255.6),PASS,
443,s1-leaf4,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.8) - Destination: s1-leaf3 Loopback0 (IP: 192.0.255.7),PASS,
444,s1-leaf4,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.8) - Destination: s1-leaf4 Loopback0 (IP: 192.0.255.8),PASS,
445,s1-leaf4,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.8) - Destination: s1-spine1 Loopback0 (IP: 192.0.255.1),PASS,
446,s1-leaf4,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.8) - Destination: s1-spine2 Loopback0 (IP: 192.0.255.2),PASS,
447,s1-leaf4,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.8) - Destination: s2-brdr1 Loopback0 (IP: 192.2.255.9),PASS,
448,s1-leaf4,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.8) - Destination: s2-brdr2 Loopback0 (IP: 192.2.255.10),PASS,
449,s1-leaf4,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.8) - Destination: s2-core1 Loopback0 (IP: 192.168.250.3),PASS,
450,s1-leaf4,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.8) - Destination: s2-core2 Loopback0 (IP: 192.168.250.4),PASS,
451,s1-leaf4,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.8) - Destination: s2-leaf1 Loopback0 (IP: 192.2.255.5),PASS,
452,s1-leaf4,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.8) - Destination: s2-leaf2 Loopback0 (IP: 192.2.255.6),PASS,
453,s1-leaf4,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.8) - Destination: s2-leaf3 Loopback0 (IP: 192.2.255.7),PASS,
454,s1-leaf4,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.8) - Destination: s2-leaf4 Loopback0 (IP: 192.2.255.8),PASS,
455,s1-leaf4,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.8) - Destination: s2-spine1 Loopback0 (IP: 192.2.255.1),PASS,
456,s1-leaf4,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: Loopback0 (IP: 192.0.255.8) - Destination: s2-spine2 Loopback0 (IP: 192.2.255.2),PASS,
457,s1-leaf4,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet2 (IP: 172.30.255.21) - Destination: s1-spine1 Ethernet5 (IP: 172.30.255.20),PASS,
458,s1-leaf4,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet3 (IP: 172.30.255.23) - Destination: s1-spine2 Ethernet5 (IP: 172.30.255.22),PASS,
459,s1-leaf4,Hardware,VerifyEnvironmentCooling,Verifies the status of power supply fans and all fan trays.,Accepted States: 'ok',SKIPPED,VerifyEnvironmentCooling test is not supported on cEOSLab.
460,s1-leaf4,Hardware,VerifyEnvironmentPower,Verifies the power supplies status.,Accepted States: 'ok',SKIPPED,VerifyEnvironmentPower test is not supported on cEOSLab.
461,s1-leaf4,Hardware,VerifyTemperature,Verifies the device temperature.,,SKIPPED,VerifyTemperature test is not supported on cEOSLab.
462,s1-leaf4,Hardware,VerifyTransceiversManufacturers,Verifies if all transceivers come from approved manufacturers.,"Accepted Manufacturers: 'Arista Networks', 'Arastra, Inc.', 'Not Present'",SKIPPED,VerifyTransceiversManufacturers test is not supported on cEOSLab.
463,s1-leaf4,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet1 - MLAG_PEER_s1-leaf3_Ethernet1 = 'up',PASS,
464,s1-leaf4,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet2 - P2P_LINK_TO_S1-SPINE1_Ethernet5 = 'up',PASS,
465,s1-leaf4,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet3 - P2P_LINK_TO_S1-SPINE2_Ethernet5 = 'up',PASS,
466,s1-leaf4,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet4 - s1-host2_NIC2 = 'up',PASS,
467,s1-leaf4,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet6 - MLAG_PEER_s1-leaf3_Ethernet6 = 'up',PASS,
468,s1-leaf4,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback0 - EVPN_Overlay_Peering = 'up',PASS,
469,s1-leaf4,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback1 - VTEP_VXLAN_Tunnel_Source = 'up',PASS,
470,s1-leaf4,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Loopback100 - bluevrf_VTEP_DIAGNOSTICS = 'up',PASS,
471,s1-leaf4,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Port-Channel1 - MLAG_PEER_s1-leaf3_Po1 = 'up',PASS,
472,s1-leaf4,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Port-Channel4 - s1-host2_PortChannel = 'up',FAIL,The following interface(s) are not in the expected state: ['Port-Channel4 is down/lowerLayerDown']
473,s1-leaf4,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan110 - bluevrf_OP_Zone_1 = 'up',PASS,
474,s1-leaf4,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan3009 - MLAG_PEER_L3_iBGP: vrf bluevrf = 'up',PASS,
475,s1-leaf4,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan4093 - MLAG_PEER_L3_PEERING = 'up',PASS,
476,s1-leaf4,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vlan4094 - MLAG_PEER = 'up',PASS,
477,s1-leaf4,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Vxlan1 = 'up',PASS,
478,s1-leaf4,MLAG,VerifyMlagStatus,Verifies the health status of the MLAG configuration.,,PASS,
479,s1-leaf4,Routing,VerifyRoutingProtocolModel,Verifies the configured routing protocol model.,Routing protocol model: multi-agent,PASS,
480,s1-leaf4,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.5 - Peer: s1-leaf1,PASS,
481,s1-leaf4,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.7 - Peer: s1-leaf3,PASS,
482,s1-leaf4,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.254.9 - Peer: s1-brdr1,PASS,
483,s1-leaf4,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.1 - Peer: s1-spine1,PASS,
484,s1-leaf4,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.10 - Peer: s1-brdr2,PASS,
485,s1-leaf4,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.2 - Peer: s1-spine2,PASS,
486,s1-leaf4,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.5 - Peer: s1-leaf1,PASS,
487,s1-leaf4,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.6 - Peer: s1-leaf2,PASS,
488,s1-leaf4,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.7 - Peer: s1-leaf3,PASS,
489,s1-leaf4,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.8 - Peer: s1-leaf4,PASS,
490,s1-leaf4,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.0.255.9 - Peer: s1-brdr1,PASS,
491,s1-leaf4,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.1 - Peer: s1-core1,PASS,
492,s1-leaf4,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.2 - Peer: s1-core2,PASS,
493,s1-leaf4,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.3 - Peer: s2-core1,PASS,
494,s1-leaf4,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.168.250.4 - Peer: s2-core2,PASS,
495,s1-leaf4,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.5 - Peer: s2-leaf1,PASS,
496,s1-leaf4,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.7 - Peer: s2-leaf3,PASS,
497,s1-leaf4,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.254.9 - Peer: s2-brdr1,PASS,
498,s1-leaf4,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.1 - Peer: s2-spine1,PASS,
499,s1-leaf4,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.10 - Peer: s2-brdr2,PASS,
500,s1-leaf4,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.2 - Peer: s2-spine2,PASS,
501,s1-leaf4,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.5 - Peer: s2-leaf1,PASS,
502,s1-leaf4,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.6 - Peer: s2-leaf2,PASS,
503,s1-leaf4,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.7 - Peer: s2-leaf3,PASS,
504,s1-leaf4,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.8 - Peer: s2-leaf4,PASS,
505,s1-leaf4,Routing,VerifyRoutingTableEntry,Verifies that the provided routes are present in the routing table of a specified VRF.,Route: 192.2.255.9 - Peer: s2-brdr1,PASS,
506,s1-leaf4,System,VerifyNTP,Verifies if NTP is synchronised.,,PASS,
507,s1-spine1,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: s1-brdr1 (IP: 192.0.255.9),PASS,
508,s1-spine1,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: s1-brdr2 (IP: 192.0.255.10),PASS,
509,s1-spine1,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: s1-leaf1 (IP: 192.0.255.5),PASS,
510,s1-spine1,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: s1-leaf2 (IP: 192.0.255.6),PASS,
511,s1-spine1,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: s1-leaf3 (IP: 192.0.255.7),PASS,
512,s1-spine1,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP EVPN Peer: s1-leaf4 (IP: 192.0.255.8),PASS,
513,s1-spine1,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: s1-brdr1 (IP: 172.30.255.25),PASS,
514,s1-spine1,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: s1-brdr2 (IP: 172.30.255.29),PASS,
515,s1-spine1,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: s1-leaf1 (IP: 172.30.255.9),PASS,
516,s1-spine1,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: s1-leaf2 (IP: 172.30.255.13),PASS,
517,s1-spine1,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: s1-leaf3 (IP: 172.30.255.17),PASS,
518,s1-spine1,BGP,VerifyBGPSpecificPeers,Verifies the health of specific BGP peer(s).,BGP IPv4 Unicast Peer: s1-leaf4 (IP: 172.30.255.21),PASS,
519,s1-spine1,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet2 - Remote: s1-leaf1 Ethernet2,PASS,
520,s1-spine1,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet3 - Remote: s1-leaf2 Ethernet2,PASS,
521,s1-spine1,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet4 - Remote: s1-leaf3 Ethernet2,PASS,
522,s1-spine1,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet5 - Remote: s1-leaf4 Ethernet2,PASS,
523,s1-spine1,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet7 - Remote: s1-brdr1 Ethernet2,PASS,
524,s1-spine1,Connectivity,VerifyLLDPNeighbors,Verifies that the provided LLDP neighbors are connected properly.,Local: Ethernet8 - Remote: s1-brdr2 Ethernet2,PASS,
525,s1-spine1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet2 (IP: 172.30.255.8) - Destination: s1-leaf1 Ethernet2 (IP: 172.30.255.9),PASS,
526,s1-spine1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet3 (IP: 172.30.255.12) - Destination: s1-leaf2 Ethernet2 (IP: 172.30.255.13),PASS,
527,s1-spine1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet4 (IP: 172.30.255.16) - Destination: s1-leaf3 Ethernet2 (IP: 172.30.255.17),PASS,
528,s1-spine1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet5 (IP: 172.30.255.20) - Destination: s1-leaf4 Ethernet2 (IP: 172.30.255.21),PASS,
529,s1-spine1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet7 (IP: 172.30.255.24) - Destination: s1-brdr1 Ethernet2 (IP: 172.30.255.25),PASS,
530,s1-spine1,Connectivity,VerifyReachability,Test the network reachability to one or many destination IP(s).,Source: P2P Interface Ethernet8 (IP: 172.30.255.28) - Destination: s1-brdr2 Ethernet2 (IP: 172.30.255.29),PASS,
531,s1-spine1,Hardware,VerifyEnvironmentCooling,Verifies the status of power supply fans and all fan trays.,Accepted States: 'ok',SKIPPED,VerifyEnvironmentCooling test is not supported on cEOSLab.
532,s1-spine1,Hardware,VerifyEnvironmentPower,Verifies the power supplies status.,Accepted States: 'ok',SKIPPED,VerifyEnvironmentPower test is not supported on cEOSLab.
533,s1-spine1,Hardware,VerifyTemperature,Verifies the device temperature.,,SKIPPED,VerifyTemperature test is not supported on cEOSLab.
534,s1-spine1,Hardware,VerifyTransceiversManufacturers,Verifies if all transceivers come from approved manufacturers.,"Accepted Manufacturers: 'Arista Networks', 'Arastra, Inc.', 'Not Present'",SKIPPED,VerifyTransceiversManufacturers test is not supported on cEOSLab.
535,s1-spine1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet2 - P2P_LINK_TO_S1-LEAF1_Ethernet2 = 'up',PASS,
536,s1-spine1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet3 - P2P_LINK_TO_S1-LEAF2_Ethernet2 = 'up',PASS,
537,s1-spine1,Interfaces,VerifyInterfacesStatus,Verifies the status of the provided interfaces.,Interface Ethernet4 - P2P_LINK_TO_S1-LEAF3_Ethernet2 = 'up',PASS,
